OBJECTID,HVR_RD_TRAIN_REF1,HVR_RD_TRAIN_REF1_COMM,RD_MANAGER,SUBJECT_PREF_RDNAME,LRS_RMACLASS,LOCALITIES,Shape_Length
705,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RESERVOIR ROAD,Municipal Road,UNDERBOOL,959.406242894229
706,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RICHARDSON ROAD,Municipal Road,PATCHEWOLLOCK,7975.74556645004
707,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RICHARDSON STREET ,Municipal Road,WALPEUP,401.314537003954
708,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RIFLE RANGE ROAD,Municipal Road,CARWARP,4492.43564194796
709,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RIVER ROAD,Municipal Road,HATTAH,75.0591620984589
710,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RIVER ROAD ,Municipal Road,HATTAH,13413.9378975435
711,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROBBINS LANE,Municipal Road,MERINGUR to WERRIMULL,7987.55173783319
712,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROBERTS ROAD,Municipal Road,PIER MILAN,1552.08966946681
713,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROBERTSON LANE,Municipal Road,CULLULLERAINE,3735.93122420054
714,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROBERTSONS TRACK,Municipal Road,CULLULLERAINE,7939.24175476348
715,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROBINSON ROAD,Municipal Road,IRAAK,394.150404028886
716,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROCKHOLE ROAD,Municipal Road,PANITYA,3704.96288252169
717,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROGERS ROAD,Municipal Road,MERRINEE,11190.2932848682
718,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROSS ROAD,Municipal Road,PANITYA,3850.6090055749
719,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROSS ROAD,Municipal Road,PATCHEWOLLOCK,4304.22089556011
720,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROWAN ROAD,Municipal Road,UNDERBOOL,5642.56879041004
721,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROWE ROAD,Municipal Road,MERRINEE,3797.85747017815
722,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,ROWNACK ROAD,Municipal Road,OUYEN to MITTYACK,12484.1337122964
723,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RUCHEL ROAD,Municipal Road,MERINGUR,7876.84440089449
724,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RUSBRIDGE ROAD,Municipal Road,CARINA to MURRAYVILLE,10191.0187499237
725,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RYAN ROAD,Municipal Road,KULWIN,4546.60793549925
726,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,RYAN ROAD,Municipal Road,MERRINEE,11129.9564423844
727,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SALT BORE ROAD,Municipal Road,COWANGIE,9140.92919784871
728,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCASE ROAD ,Municipal Road,KOORLONG,86.3001036868017
729,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCHERGER LANE,Municipal Road,WERRIMULL,4764.77443155091
730,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCHILLING ROAD,Municipal Road,MERINGUR,7196.05715745217
731,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCHOOL ROAD,Municipal Road,MITTYACK,474.388962223477
732,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCHROEDERS ROAD,Municipal Road,MURRAYVILLE,310.675460129972
733,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCHULTZ ROAD,Municipal Road,KULWIN,7872.83837969061
734,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCOTT LANE,Municipal Road,CARWARP,6846.37132283122
735,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCOTT ROAD,Municipal Road,,153.670038745382
736,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCOTT ROAD,Municipal Road,KULWIN,6080.96501705576
737,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SCOTT ROAD,Municipal Road,WALPEUP to OUYEN,18690.7725945275
738,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SELKRIG LANE,Municipal Road,MURRAYVILLE,82.0290840567974
739,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SHADDOCK ROAD,Municipal Road,WALPEUP to OUYEN,19327.3144202867
740,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SHARROCK STREET ,Municipal Road,MURRAYVILLE,160.71086239462
741,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SHEAN ROAD,Municipal Road,TEMPY,6885.92395652512
742,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SHEPHERD LANEWAY,Municipal Road,OUYEN,395.281162222233
743,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SHIMMEN LANEWAY,Municipal Road,OUYEN,103.05138404703
744,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SHORT ROAD,Municipal Road,HATTAH,3429.99665304554
745,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SIMMONS ROAD,Municipal Road,MERRINEE,12214.540470695
746,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SIMON ROAD,Municipal Road,CARINA to PANITYA,8511.32511274203
747,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SIMPSON LANE,Municipal Road,WERRIMULL,3404.56343349464
748,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SMITH LANEWAY,Municipal Road,OUYEN,131.367012401132
749,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SMITH ROAD,Municipal Road,KULWIN,9450.90560346413
750,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SOUTH FIVE CHAIN ROAD,Municipal Road,PANITYA,3422.7544585451
751,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SOUTH FIVE CHAIN ROAD,Municipal Road,PANITYA to MURRAYVILLE,21231.9416483856
752,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SOUTH ROAD,Municipal Road,COWANGIE to BOINKA,19813.4218346503
753,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SOUTH ROAD,Municipal Road,MURRAYVILLE to COWANGIE,24636.0103550639
754,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SOUTH ROAD ,Municipal Road,TUTYE,289.064582778747
755,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SOUTH STREET,Municipal Road,UNDERBOOL,731.64451959989
756,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SOUTH WEST ANGLE ROAD,Municipal Road,CARWARP,7545.84663698339
757,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,STANBROOK ROAD,Municipal Road,WERRIMULL,10100.9094828686
758,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,STEELE ROAD,Municipal Road,OUYEN,16669.5763162895
759,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,STEVE COLLETT DRIVE,Municipal Road,NANGILOC,1726.06791941356
760,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,STOCK ROUTE ROAD,Municipal Road,,14857.4290098464
761,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,STOCK ROUTE ROAD,Municipal Road,TUTYE to UNDERBOOL,38800.7268128321
762,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,STOCK ROUTE ROAD,Municipal Road,UNDERBOOL to TORRITA,5853.06864947298
763,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,STONE ROAD,Municipal Road,TORRITA,9421.47729150858
764,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SULLIVAN ROAD,Municipal Road,PATCHEWOLLOCK,5668.28000090197
765,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SUMMERHAYES ROAD,Municipal Road,MERINGUR,7853.90596958142
766,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SUMMERTON ROAD,Municipal Road,PANITYA,47.6445785011038
767,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SUNSET ROAD,Municipal Road,COWANGIE,24365.7790066572
768,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SUTHERLAND ROAD,Municipal Road,WERRIMULL,3546.96090739324
769,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SWAMP ROAD,Municipal Road,RED CLIFFS,1930.42730165152
770,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,SYMES LANE,Municipal Road,MERRINEE,1618.45224389714
771,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TAMPLING ROAD,Municipal Road,KULWIN,4249.84330956116
772,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,THOMAS ROAD,Municipal Road,PANITYA,8103.39102960667
773,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,THOMSON ROAD,Municipal Road,PATCHEWOLLOCK,4798.15499489058
774,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,THURLOW LANE,Municipal Road,CARWARP,2017.23264003215
775,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,THURLOW ROAD,Municipal Road,MURRAYVILLE,855.010174824616
776,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TIDD ROAD,Municipal Road,KULWIN,4057.51363223234
777,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TIMBEROO EAST ROAD,Municipal Road,OUYEN,9743.32546401227
778,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TONKIN LANEWAY,Municipal Road,OUYEN,172.54615811476
779,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TORNEY ROAD,Municipal Road,TEMPY,12324.2843463398
780,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TOWER STREET,Municipal Road,WERRIMULL,165.865570138811
781,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TOWK ROAD,Municipal Road,WALPEUP,2730.46681839438
782,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TRANSECT TRACK,Municipal Road,MERINGUR,1531.2394322015
783,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TREVISO WAY ,Municipal Road,CARWARP,4946.66143514984
784,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TRIGG ROAD,Municipal Road,MITTYACK,6321.06986675934
785,Conditionally Approved,Conditionally approved - Council road accessible in dry weather only,MILDURA,TRIGGS ROAD,Municipal Road,OUYEN,229.34959475297
